RAZON;DEPARTAMENTO DOMICILIO;INGRESOS;GANANCIA;ACTIVOS;PASIVOS;CATE;SECTOR
Empresa 304;BOGOTA D.C.;123030.6;2588.9;56954.8;56954.8;1;COMERCIO
Empresa 305;BOGOTA D.C.;122911.9;2442.9;44032.2;44032.2;1;COMERCIO
Empresa 306;BOGOTA D.C.;122890.9;-46719.3;378408.5;378408.5;1;COMERCIO
Empresa 307;ATLANTICO;122820.1;7519.6;56970.2;56970.2;1;COMERCIO
Empresa 308;CUNDINAMARCA;122809.9;5034.8;136243.0;136243.0;1;MANUFACTURA
Empresa 309;ANTIOQUIA;122784.3;45.2;104931.3;104931.3;1;SERVICIOS
Empresa 310;ANTIOQUIA;122749.8;27965.3;76637.5;76637.5;1;SERVICIOS
Empresa 311;BOGOTA D.C.;122689.9;17742.7;162943.7;162943.7;1;SERVICIOS
Empresa 312;BOLIVAR;122609.2;508.4;21900.3;21900.3;1;SERVICIOS
Empresa 313;BOGOTA D.C.;122598.2;2301.0;70731.2;70731.2;1;SERVICIOS
Empresa 314;BOGOTA D.C.;122528.6;3159.9;26199.5;26199.5;1;COMERCIO
Empresa 315;BOGOTA D.C.;122501.5;5943.0;56999.5;56999.5;1;SERVICIOS
Empresa 316;SANTANDER;122455.0;4164.0;74745.9;74745.9;1;COMERCIO
Empresa 317;META;122453.6;-236088.5;448830.7;448830.7;1;COMERCIO
Empresa 318;BOGOTA D.C.;122347.3;5091.6;42721.3;42721.3;1;SERVICIOS
Empresa 319;BOGOTA D.C.;121932.5;12893.3;35826.3;35826.3;1;SERVICIOS
Empresa 320;ANTIOQUIA;121923.9;2644.1;58784.9;58784.9;1;COMERCIO
Empresa 321;ANTIOQUIA;121906.4;3263.5;116985.7;116985.7;1;MANUFACTURA
Empresa 322;VALLE;121775.6;-1268.8;91810.7;91810.7;1;MANUFACTURA
Empresa 323;BOGOTA D.C.;121643.6;16512.2;30960.7;30960.7;1;COMERCIO
Empresa 324;BOGOTA D.C.;121615.7;10104.4;51029.9;51029.9;1;SERVICIOS
Empresa 325;ATLANTICO;121581.9;-211.2;19690.0;19690.0;1;COMERCIO
Empresa 326;BOGOTA D.C.;121467.7;20422.2;59257.1;59257.1;1;OTRO
Empresa 327;BOGOTA D.C.;121402.9;-1420.3;120825.3;120825.3;1;SERVICIOS
Empresa 328;BOGOTA D.C.;121214.4;5402.7;42630.5;42630.5;1;COMERCIO
Empresa 329;BOGOTA D.C.;121188.4;1347.4;41962.7;41962.7;1;COMERCIO
Empresa 330;BOGOTA D.C.;121109.8;1853.7;53893.6;53893.6;1;COMERCIO
Empresa 331;CUNDINAMARCA;120951.3;697.8;34633.1;34633.1;1;COMERCIO
Empresa 332;CASANARE;120808.6;-629.0;55092.4;55092.4;1;SERVICIOS
Empresa 333;BOGOTA D.C.;120799.0;2117.4;162019.1;162019.1;1;MANUFACTURA
Empresa 334;BOGOTA D.C.;120735.8;1341.6;44759.3;44759.3;1;COMERCIO
Empresa 335;ANTIOQUIA;120579.0;288.5;13542.8;13542.8;1;SERVICIOS
Empresa 336;BOGOTA D.C.;120529.4;5542.1;159709.3;159709.3;1;OTRO
Empresa 337;BOGOTA D.C.;120368.4;2748.4;40734.7;40734.7;1;COMERCIO
Empresa 338;CUNDINAMARCA;120334.1;16046.6;121453.0;121453.0;1;MANUFACTURA
Empresa 339;SANTANDER;120287.3;7937.8;14152.4;14152.4;1;MANUFACTURA
Empresa 340;BOGOTA D.C.;120275.4;5311.4;40065.4;40065.4;1;COMERCIO
Empresa 341;ANTIOQUIA;120251.9;470.0;79385.7;79385.7;1;COMERCIO
Empresa 342;BOGOTA D.C.;120219.4;5779.5;121550.0;121550.0;1;COMERCIO
Empresa 343;ANTIOQUIA;120188.3;6845.3;22583.3;22583.3;1;COMERCIO
Empresa 344;ANTIOQUIA;120157.3;18988.8;16242.7;16242.7;1;SERVICIOS
Empresa 345;SANTANDER;120024.2;5425.8;240314.2;240314.2;1;OTRO
Empresa 346;BOGOTA D.C.;119955.3;8040.5;55605.6;55605.6;1;MANUFACTURA
Empresa 347;ANTIOQUIA;119920.6;1327.7;217201.1;217201.1;1;OTRO
Empresa 348;CAUCA;119889.4;5164.0;48969.8;48969.8;1;MANUFACTURA
Empresa 349;BOGOTA D.C.;119844.6;1452.1;193643.5;193643.5;1;OTRO
Empresa 350;ANTIOQUIA;119537.3;6894.6;30667.1;30667.1;1;MANUFACTURA
Empresa 351;ANTIOQUIA;119472.5;14763.8;67614.3;67614.3;1;MANUFACTURA
Empresa 352;CUNDINAMARCA;119441.8;-25902.7;107424.6;107424.6;1;MANUFACTURA
Empresa 353;ANTIOQUIA;119427.3;827.7;13748.4;13748.4;1;SERVICIOS
Empresa 354;BOGOTA D.C.;119346.5;13759.3;70838.9;70838.9;1;MANUFACTURA
Empresa 355;ANTIOQUIA;119295.2;15266.9;21119.3;21119.3;1;MANUFACTURA
Empresa 356;VALLE;119236.6;1218.6;36853.0;36853.0;1;COMERCIO
Empresa 357;BOGOTA D.C.;119174.8;12470.9;34488.9;34488.9;1;SERVICIOS
Empresa 358;ANTIOQUIA;119054.6;908.1;57165.3;57165.3;1;COMERCIO
Empresa 359;ANTIOQUIA;118938.0;14513.1;24843.6;24843.6;1;OTRO
Empresa 360;BOGOTA D.C.;118919.7;16697.5;158600.9;158600.9;1;OTRO
Empresa 361;BOGOTA D.C.;118857.8;13654.6;8286.2;8286.2;1;SERVICIOS
Empresa 362;ATLANTICO;118847.3;3205.1;40810.1;40810.1;1;COMERCIO
Empresa 363;ANTIOQUIA;118762.0;7887.3;127480.1;127480.1;1;MANUFACTURA
Empresa 364;BOGOTA D.C.;118531.2;624.6;143915.2;143915.2;1;OTRO
Empresa 365;ANTIOQUIA;118518.4;2429.8;24638.5;24638.5;1;COMERCIO
Empresa 366;BOGOTA D.C.;118310.3;8646.2;57188.0;57188.0;1;COMERCIO
Empresa 367;CUNDINAMARCA;118289.2;2525.9;55115.9;55115.9;1;COMERCIO
Empresa 368;ANTIOQUIA;118232.7;565.0;16809.0;16809.0;1;COMERCIO
Empresa 369;BOGOTA D.C.;118118.3;965.0;33710.0;33710.0;1;COMERCIO
Empresa 370;ANTIOQUIA;117906.5;763.1;36829.6;36829.6;1;COMERCIO
Empresa 371;BOGOTA D.C.;117525.5;6802.8;79519.2;79519.2;1;SERVICIOS
Empresa 372;ANTIOQUIA;117419.3;11745.4;53100.7;53100.7;1;MANUFACTURA
Empresa 373;BOLIVAR;117383.4;1371.6;15677.7;15677.7;1;OTRO
Empresa 374;ANTIOQUIA;117212.7;5111.3;60122.9;60122.9;1;MANUFACTURA
Empresa 375;SUCRE;117186.9;-5931.1;52225.2;52225.2;1;SERVICIOS
Empresa 376;BOGOTA D.C.;116985.4;578.7;66426.9;66426.9;1;MANUFACTURA
Empresa 377;CUNDINAMARCA;116750.9;966.0;37540.7;37540.7;1;MANUFACTURA
Empresa 378;BOGOTA D.C.;116682.7;5226.5;30538.4;30538.4;1;SERVICIOS
Empresa 379;BOGOTA D.C.;116657.1;7354.1;26857.6;26857.6;1;COMERCIO
Empresa 380;SANTANDER;116614.2;30720.4;27406.7;27406.7;1;SERVICIOS
Empresa 381;ANTIOQUIA;116507.6;-879.2;99403.1;99403.1;1;OTRO
Empresa 382;ATLANTICO;116457.0;-4169.4;152501.1;152501.1;1;SERVICIOS
Empresa 383;BOGOTA D.C.;116362.3;2544.0;19631.2;19631.2;1;SERVICIOS
Empresa 384;BOGOTA D.C.;116296.9;6155.0;91831.1;91831.1;1;SERVICIOS
Empresa 385;ATLANTICO;116292.3;14234.1;48504.0;48504.0;1;MANUFACTURA
Empresa 386;BOGOTA D.C.;116247.2;-726.7;99732.5;99732.5;1;MANUFACTURA
Empresa 387;VALLE;116059.0;24062.9;51915.8;51915.8;1;SERVICIOS
Empresa 388;BOGOTA D.C.;116009.5;1829.9;90075.3;90075.3;1;SERVICIOS
Empresa 389;ANTIOQUIA;115945.6;-890.9;92087.6;92087.6;1;OTRO
Empresa 390;BOLIVAR;115628.1;3571.4;29008.8;29008.8;1;OTRO
Empresa 391;BOGOTA D.C.;115618.2;2371.8;76889.4;76889.4;1;COMERCIO
Empresa 392;VALLE;115577.2;5328.9;81643.9;81643.9;1;MANUFACTURA
Empresa 393;ANTIOQUIA;115553.5;13052.0;25942.9;25942.9;1;SERVICIOS
Empresa 394;ATLANTICO;115376.0;796.7;10008.9;10008.9;1;COMERCIO
Empresa 395;BOGOTA D.C.;115150.3;3420.5;57804.0;57804.0;1;COMERCIO
Empresa 396;CUNDINAMARCA;115076.5;-3466.2;133042.9;133042.9;1;OTRO
Empresa 397;VALLE;114918.1;340.9;8066.9;8066.9;1;COMERCIO
Empresa 398;ANTIOQUIA;114842.1;229.4;22883.0;22883.0;1;COMERCIO
Empresa 399;BOLIVAR;114815.3;443.1;101405.3;101405.3;1;SERVICIOS
Empresa 400;BOGOTA D.C.;114790.5;7706.4;33703.7;33703.7;1;COMERCIO
Empresa 401;BOGOTA D.C.;114528.9;1417.5;19241.1;19241.1;1;COMERCIO
Empresa 402;BOGOTA D.C.;114390.9;9408.7;71837.1;71837.1;1;MANUFACTURA
Empresa 403;BOGOTA D.C.;114215.5;15705.0;99816.8;99816.8;1;SERVICIOS
Empresa 404;SANTANDER;114132.5;2401.7;24954.9;24954.9;1;COMERCIO
Empresa 405;BOGOTA D.C.;113999.0;777.1;46570.9;46570.9;1;COMERCIO
Empresa 406;BOGOTA D.C.;113971.0;1738.1;5779.4;5779.4;1;COMERCIO
Empresa 407;CUNDINAMARCA;113620.6;1433.5;48603.2;48603.2;1;MANUFACTURA
Empresa 408;CUNDINAMARCA;113576.9;370.4;51397.0;51397.0;1;MANUFACTURA
Empresa 409;BOGOTA D.C.;113539.6;4640.2;39063.7;39063.7;1;SERVICIOS
Empresa 410;BOGOTA D.C.;113264.5;-18554.4;50001.4;50001.4;1;COMERCIO
Empresa 411;ANTIOQUIA;113164.8;525.6;53619.8;53619.8;1;OTRO
Empresa 412;BOGOTA D.C.;113110.2;8228.2;35601.7;35601.7;1;OTRO
Empresa 413;BOGOTA D.C.;113075.9;14592.6;23113.1;23113.1;1;SERVICIOS
Empresa 414;BOGOTA D.C.;113036.6;95855.0;62903.3;62903.3;1;SERVICIOS
Empresa 415;BOGOTA D.C.;112890.2;10976.8;48417.7;48417.7;1;OTRO
Empresa 416;ARAUCA;112877.9;5881.7;50060.1;50060.1;1;MANUFACTURA
Empresa 417;ANTIOQUIA;112842.5;4719.5;23457.4;23457.4;1;SERVICIOS
Empresa 418;BOLIVAR;112703.5;111.3;54273.7;54273.7;1;COMERCIO
Empresa 419;CUNDINAMARCA;112660.7;183.9;58655.2;58655.2;1;SERVICIOS
Empresa 420;BOGOTA D.C.;112631.2;-12660.3;145347.8;145347.8;1;SERVICIOS
Empresa 421;BOGOTA D.C.;112508.0;10224.3;30925.5;30925.5;1;COMERCIO
Empresa 422;ANTIOQUIA;112473.0;22370.3;26051.2;26051.2;1;OTRO
Empresa 423;ATLANTICO;112460.3;657.6;35648.0;35648.0;1;COMERCIO
Empresa 424;VALLE;112418.6;2244.3;34739.9;34739.9;1;COMERCIO
Empresa 425;BOGOTA D.C.;112256.8;20661.5;34638.2;34638.2;1;SERVICIOS
Empresa 426;ANTIOQUIA;112196.3;2342.9;36762.7;36762.7;1;OTRO
Empresa 427;ATLANTICO;112180.9;3399.8;85530.7;85530.7;1;COMERCIO
Empresa 428;CUNDINAMARCA;111957.6;8411.0;51163.4;51163.4;1;MANUFACTURA
Empresa 429;SANTANDER;111889.5;4575.8;280215.7;280215.7;1;SERVICIOS
Empresa 430;RISARALDA;111784.1;2611.3;75173.9;75173.9;1;COMERCIO
Empresa 431;ANTIOQUIA;111778.6;184.4;6565.9;6565.9;1;COMERCIO
Empresa 432;BOGOTA D.C.;111728.9;111707.2;15611.2;15611.2;1;SERVICIOS
Empresa 433;CUNDINAMARCA;111685.1;5656.5;37562.0;37562.0;1;MANUFACTURA
Empresa 434;BOLIVAR;111683.7;36677.6;92411.1;92411.1;1;SERVICIOS
Empresa 435;ANTIOQUIA;111601.2;4286.0;50337.0;50337.0;1;MANUFACTURA
Empresa 436;ATLANTICO;111426.3;6504.2;19869.1;19869.1;1;SERVICIOS
Empresa 437;ANTIOQUIA;110974.2;2611.0;26451.4;26451.4;1;OTRO
Empresa 438;BOGOTA D.C.;110959.5;15699.4;167608.1;167608.1;1;SERVICIOS
Empresa 439;CUNDINAMARCA;110931.1;4362.5;46547.6;46547.6;1;COMERCIO
Empresa 440;SANTANDER;110926.2;7211.2;32538.4;32538.4;1;MANUFACTURA
Empresa 441;CAUCA;110684.4;3506.4;52359.9;52359.9;1;MANUFACTURA
Empresa 442;BOGOTA D.C.;110516.3;15083.2;44268.0;44268.0;1;OTRO
Empresa 443;ANTIOQUIA;110506.4;1208.4;23362.6;23362.6;1;COMERCIO
Empresa 444;BOGOTA D.C.;110441.8;4691.3;114178.9;114178.9;1;COMERCIO
Empresa 445;ANTIOQUIA;110430.4;924.1;29033.7;29033.7;1;COMERCIO
Empresa 446;ANTIOQUIA;110342.7;6419.7;31770.2;31770.2;1;SERVICIOS
Empresa 447;SANTANDER;110316.0;5966.9;19229.4;19229.4;1;SERVICIOS
Empresa 448;ANTIOQUIA;110306.1;2362.7;69952.1;69952.1;1;MANUFACTURA
Empresa 449;VALLE;110250.8;4789.5;487218.9;487218.9;1;SERVICIOS
Empresa 450;ANTIOQUIA;110214.0;621.0;40676.0;40676.0;1;OTRO
Empresa 451;ANTIOQUIA;110167.1;8147.1;42124.5;42124.5;1;MANUFACTURA
Empresa 452;BOGOTA D.C.;110137.6;1067.7;39426.4;39426.4;1;MANUFACTURA
Empresa 453;META;110051.7;684.1;23171.3;23171.3;1;COMERCIO
Empresa 454;BOGOTA D.C.;109957.6;7459.9;33372.9;33372.9;1;OTRO
Empresa 455;VALLE;109936.5;3558.9;11737.8;11737.8;1;SERVICIOS
Empresa 456;ATLANTICO;109890.0;702.9;14682.4;14682.4;1;SERVICIOS
Empresa 457;ANTIOQUIA;109876.1;4178.2;65758.2;65758.2;1;SERVICIOS
Empresa 458;SANTANDER;109863.8;1579.5;101565.1;101565.1;1;COMERCIO
Empresa 459;BOGOTA D.C.;109833.5;1947.0;153993.3;153993.3;1;OTRO
Empresa 460;BOGOTA D.C.;109800.2;1002.8;52238.4;52238.4;1;SERVICIOS
Empresa 461;ANTIOQUIA;109606.2;-8555.9;71252.4;71252.4;1;MANUFACTURA
Empresa 462;BOGOTA D.C.;109447.1;4592.4;21549.8;21549.8;1;OTRO
Empresa 463;ANTIOQUIA;109389.4;416.8;30180.7;30180.7;1;COMERCIO
Empresa 464;CESAR;109352.9;887.3;33081.4;33081.4;1;MANUFACTURA
Empresa 465;ANTIOQUIA;109249.8;2041.9;0.7;0.7;1;SERVICIOS
Empresa 466;BOGOTA D.C.;109065.0;12485.4;25938.5;25938.5;1;MANUFACTURA
Empresa 467;ANTIOQUIA;109061.6;12597.6;12329.5;12329.5;1;OTRO
Empresa 468;ANTIOQUIA;109043.3;2426.6;53511.3;53511.3;1;MANUFACTURA
Empresa 469;ANTIOQUIA;109038.2;1031.6;28108.8;28108.8;1;MANUFACTURA
Empresa 470;NORTE DE SANTANDER;109029.5;-2568.8;88375.6;88375.6;1;MANUFACTURA
Empresa 471;ANTIOQUIA;108927.1;158.3;22212.1;22212.1;1;SERVICIOS
Empresa 472;ATLANTICO;108815.9;7476.8;31214.1;31214.1;1;SERVICIOS
Empresa 473;ANTIOQUIA;108700.1;377.7;7287.1;7287.1;1;COMERCIO
Empresa 474;ATLANTICO;108567.5;-3653.6;72984.7;72984.7;1;COMERCIO
Empresa 475;BOGOTA D.C.;108450.2;5182.7;62907.0;62907.0;1;MANUFACTURA
Empresa 476;BOGOTA D.C.;108358.2;5359.1;33243.5;33243.5;1;MANUFACTURA
Empresa 477;ANTIOQUIA;108285.7;7452.5;35888.4;35888.4;1;OTRO
Empresa 478;CUNDINAMARCA;108139.7;1269.6;28800.3;28800.3;1;OTRO
Empresa 479;BOGOTA D.C.;108118.3;69415.2;427350.1;427350.1;1;SERVICIOS
Empresa 480;NORTE DE SANTANDER;108105.1;2668.4;51992.9;51992.9;1;MANUFACTURA
Empresa 481;CUNDINAMARCA;108093.1;5570.8;35504.9;35504.9;1;MANUFACTURA
Empresa 482;NORTE DE SANTANDER;108012.4;2013.5;8207.9;8207.9;1;COMERCIO
Empresa 483;BOGOTA D.C.;107931.8;-3138.8;51016.9;51016.9;1;COMERCIO
Empresa 484;SANTANDER;107917.1;-6256.2;267887.6;267887.6;1;SERVICIOS
Empresa 485;BOGOTA D.C.;107890.6;6571.6;37661.8;37661.8;1;MANUFACTURA
Empresa 486;ANTIOQUIA;107729.5;3063.6;63392.5;63392.5;1;COMERCIO
Empresa 487;BOGOTA D.C.;107688.8;549.2;35159.9;35159.9;1;COMERCIO
Empresa 488;CALDAS;107568.0;1305.8;190311.3;190311.3;1;OTRO
Empresa 489;VALLE;107528.0;3283.9;48882.3;48882.3;1;MANUFACTURA
Empresa 490;BOGOTA D.C.;107465.8;2283.5;48316.6;48316.6;1;SERVICIOS
Empresa 491;VALLE;107420.9;4651.8;64571.7;64571.7;1;MANUFACTURA
Empresa 492;BOGOTA D.C.;107375.6;6987.9;63703.7;63703.7;1;SERVICIOS
Empresa 493;ANTIOQUIA;107280.0;1895.6;34754.0;34754.0;1;COMERCIO
Empresa 494;BOGOTA D.C.;107259.9;7864.4;74251.0;74251.0;1;COMERCIO
Empresa 495;BOGOTA D.C.;107223.1;2637.4;51804.7;51804.7;1;SERVICIOS
Empresa 496;CUNDINAMARCA;107041.5;104468.8;58041.5;58041.5;1;SERVICIOS
Empresa 497;BOGOTA D.C.;106887.9;-3978.9;137218.9;137218.9;1;SERVICIOS
Empresa 498;ATLANTICO;106690.8;2372.7;55166.0;55166.0;1;COMERCIO
Empresa 499;ANTIOQUIA;106608.9;16097.8;27551.3;27551.3;1;MANUFACTURA
Empresa 500;NORTE DE SANTANDER;106552.9;12013.4;22902.4;22902.4;1;MANUFACTURA
Empresa 501;ANTIOQUIA;106408.9;6826.1;62799.1;62799.1;1;MANUFACTURA
Empresa 502;VALLE;106353.1;1602.0;18810.0;18810.0;1;MANUFACTURA
Empresa 503;BOGOTA D.C.;106268.3;587.0;108071.8;108071.8;1;SERVICIOS
Empresa 504;BOGOTA D.C.;106230.8;4418.9;24983.3;24983.3;1;COMERCIO
Empresa 505;BOGOTA D.C.;106228.0;1536.7;59582.7;59582.7;1;COMERCIO
Empresa 506;BOGOTA D.C. ;106164.1;13246.7;71983.1;71983.1;1;SERVICIOS
Empresa 507;ATLANTICO;106025.9;191.4;36543.4;36543.4;1;OTRO
Empresa 508;ANTIOQUIA;105961.4;9872.5;17718.9;17718.9;1;SERVICIOS
Empresa 509;BOGOTA D.C.;105802.6;2764.3;42701.4;42701.4;1;COMERCIO
Empresa 510;ATLANTICO;105757.0;8580.9;57213.9;57213.9;1;SERVICIOS
Empresa 511;ANTIOQUIA;105748.0;2703.3;32188.7;32188.7;1;COMERCIO
Empresa 512;CALDAS;105635.4;7912.6;13499.5;13499.5;1;MANUFACTURA
Empresa 513;ANTIOQUIA;105624.5;6123.8;68589.9;68589.9;1;OTRO
Empresa 514;SANTANDER;105523.7;2880.9;41387.0;41387.0;1;SERVICIOS
Empresa 515;ANTIOQUIA;105321.8;9500.6;101985.2;101985.2;1;MANUFACTURA
Empresa 516;CUNDINAMARCA;105029.0;145.6;54388.7;54388.7;1;MANUFACTURA
Empresa 517;BOGOTA D.C.;104859.2;4036.5;56548.7;56548.7;1;OTRO
Empresa 518;BOGOTA D.C.;104815.3;60974.9;26432.5;26432.5;1;OTRO
Empresa 519;MAGDALENA;104668.2;-12792.0;75476.2;75476.2;1;MANUFACTURA
Empresa 520;BOGOTA D.C.;104607.0;762.6;7947.2;7947.2;1;SERVICIOS
Empresa 521;MAGDALENA;104554.5;1215.2;10712.3;10712.3;1;COMERCIO
Empresa 522;BOGOTA D.C.;104547.2;9739.5;43681.4;43681.4;1;COMERCIO
Empresa 523;ANTIOQUIA;104476.5;-21949.9;220950.9;220950.9;1;SERVICIOS
Empresa 524;BOGOTA D.C.;104454.4;10556.0;15707.7;15707.7;1;COMERCIO
Empresa 525;BOGOTA D.C.;104362.8;2983.6;42646.1;42646.1;1;MANUFACTURA
Empresa 526;BOGOTA D.C.;104362.8;9189.2;30228.8;30228.8;1;COMERCIO
Empresa 527;BOGOTA D.C.;104294.9;1469.2;14677.9;14677.9;1;MANUFACTURA
Empresa 528;ATLANTICO;104263.1;4203.1;69023.3;69023.3;1;MANUFACTURA
Empresa 529;SANTANDER;104225.9;6635.5;19208.4;19208.4;1;MANUFACTURA
Empresa 530;ANTIOQUIA;104171.8;714.6;8229.6;8229.6;1;SERVICIOS
Empresa 531;BOGOTA D.C.;104138.0;39.7;26907.9;26907.9;1;COMERCIO
Empresa 532;ANTIOQUIA;103952.2;963.0;46180.2;46180.2;1;COMERCIO
Empresa 533;VALLE;103876.8;53134.9;654420.9;654420.9;1;SERVICIOS
Empresa 534;BOGOTA D.C.;103875.6;-1943.7;54950.5;54950.5;1;SERVICIOS
Empresa 535;ANTIOQUIA;103767.6;31396.0;398272.7;398272.7;1;SERVICIOS
Empresa 536;VALLE;103666.9;8021.6;44346.5;44346.5;1;SERVICIOS
Empresa 537;ATLANTICO;103634.2;429.9;28888.7;28888.7;1;SERVICIOS
Empresa 538;VALLE;103469.4;86447.4;61111.7;61111.7;1;SERVICIOS
Empresa 539;ATLANTICO;103443.0;4177.1;186044.1;186044.1;1;MANUFACTURA
Empresa 540;BOGOTA D.C.;103279.4;3445.2;54011.5;54011.5;1;COMERCIO
Empresa 541;BOGOTA D.C.;103278.9;2039.7;104215.1;104215.1;1;COMERCIO
Empresa 542;CUNDINAMARCA;103098.9;5805.2;57839.3;57839.3;1;COMERCIO
Empresa 543;BOGOTA D.C.;103016.3;9554.7;119525.1;119525.1;1;COMERCIO
Empresa 544;CUNDINAMARCA;103005.8;3657.5;36565.1;36565.1;1;SERVICIOS
Empresa 545;BOGOTA D.C. ;102970.9;13747.1;51679.4;51679.4;1;OTRO
Empresa 546;BOGOTA D.C. ;102965.0;1289.1;36840.2;36840.2;1;SERVICIOS
Empresa 547;ATLANTICO;102913.8;8398.2;33671.0;33671.0;1;OTRO
Empresa 548;BOGOTA D.C. ;102819.9;3181.6;74100.5;74100.5;1;SERVICIOS
Empresa 549;ANTIOQUIA;102716.0;3955.9;51977.8;51977.8;1;COMERCIO
Empresa 550;BOGOTA D.C.;102703.3;9211.2;7425.7;7425.7;1;COMERCIO
Empresa 551;BOGOTA D.C.;102628.1;306.4;5528.9;5528.9;1;SERVICIOS
Empresa 552;BOGOTA D.C.;102507.8;-285.3;37583.5;37583.5;1;COMERCIO
Empresa 553;BOGOTA D.C.;102417.1;11767.4;45291.0;45291.0;1;SERVICIOS
Empresa 554;ANTIOQUIA;102408.7;-3815.3;82322.1;82322.1;1;MANUFACTURA
Empresa 555;ANTIOQUIA;102400.7;4249.6;48937.6;48937.6;1;SERVICIOS
Empresa 556;VALLE;102307.3;3953.5;54463.4;54463.4;1;MANUFACTURA
Empresa 557;BOGOTA D.C.;102269.1;2365.1;35568.6;35568.6;1;COMERCIO
Empresa 558;SANTANDER;102213.0;4555.4;59338.6;59338.6;1;SERVICIOS
Empresa 559;BOGOTA D.C.;101961.7;3719.7;39795.8;39795.8;1;COMERCIO
Empresa 560;BOGOTA D.C.;101887.9;3286.0;49807.7;49807.7;1;SERVICIOS
Empresa 561;BOGOTA D.C.;101781.4;-1216.9;47480.4;47480.4;1;MANUFACTURA
Empresa 562;NARINO;101754.1;2631.9;9895.5;9895.5;1;COMERCIO
Empresa 563;ANTIOQUIA;101747.5;1476.7;44692.0;44692.0;1;OTRO
Empresa 564;BOGOTA D.C.;101714.6;8182.0;48885.1;48885.1;1;COMERCIO
Empresa 565;BOGOTA D.C.;101651.6;-298.5;45002.2;45002.2;1;SERVICIOS
Empresa 566;CUNDINAMARCA;101643.6;-8455.0;166146.1;166146.1;1;COMERCIO
Empresa 567;BOGOTA D.C.;101623.9;5113.7;10010.7;10010.7;1;OTRO
Empresa 568;BOLIVAR;101545.5;14276.1;121935.8;121935.8;1;OTRO
Empresa 569;BOGOTA D.C.;101493.0;933.9;36144.0;36144.0;1;OTRO
Empresa 570;BOGOTA D.C.;101434.5;14930.1;105647.9;105647.9;1;SERVICIOS
Empresa 571;BOGOTA D.C.;101419.7;12535.2;27309.5;27309.5;1;SERVICIOS
Empresa 572;NORTE DE SANTANDER;101375.5;9809.5;24279.9;24279.9;1;SERVICIOS
Empresa 573;ANTIOQUIA;101360.6;1771.1;5260.5;5260.5;1;COMERCIO
Empresa 574;VALLE;101290.7;1685.8;9529.6;9529.6;1;COMERCIO
Empresa 575;BOGOTA D.C.;101267.9;4565.0;38157.2;38157.2;1;COMERCIO
Empresa 576;BOGOTA D.C.;101149.0;1452.8;22399.2;22399.2;1;OTRO
Empresa 577;BOGOTA D.C.;101079.1;4857.1;15241.4;15241.4;1;MANUFACTURA
Empresa 578;BOGOTA D.C.;101078.0;4292.0;68245.3;68245.3;1;SERVICIOS
Empresa 579;ANTIOQUIA;101065.8;-1390.6;45896.8;45896.8;1;SERVICIOS
Empresa 580;ATLANTICO;101033.0;951.6;32022.4;32022.4;1;MANUFACTURA
Empresa 581;BOGOTA D.C.;100974.0;-20413.9;124739.2;124739.2;1;MANUFACTURA
Empresa 582;BOGOTA D.C.;100963.4;4486.9;48747.7;48747.7;1;OTRO
Empresa 583;BOLIVAR;100958.7;13335.3;108177.2;108177.2;1;SERVICIOS
Empresa 584;CUNDINAMARCA;100912.3;8113.8;41203.0;41203.0;1;OTRO
Empresa 585;CUNDINAMARCA;100897.3;8842.0;38809.9;38809.9;1;MANUFACTURA
Empresa 586;CALDAS;100816.0;5259.4;85708.3;85708.3;1;SERVICIOS
Empresa 587;BOGOTA D.C.;100793.6;543.7;54460.6;54460.6;1;COMERCIO
Empresa 588;BOGOTA D.C.;100760.8;829.3;75334.7;75334.7;1;SERVICIOS
Empresa 589;BOGOTA D.C.;100723.8;-4110.0;71073.4;71073.4;1;MANUFACTURA
Empresa 590;CUNDINAMARCA;100642.7;3984.3;36085.4;36085.4;1;MANUFACTURA
Empresa 591;SANTANDER;100588.6;8801.3;5035.0;5035.0;1;OTRO
Empresa 592;BOGOTA D.C.;100580.5;-23758.7;100011.9;100011.9;1;COMERCIO
Empresa 593;BOGOTA D.C.;100564.0;-2219.0;170727.0;170727.0;1;OTRO
Empresa 594;BOGOTA D.C.;100397.7;2472.7;22324.1;22324.1;1;COMERCIO
Empresa 595;BOGOTA D.C.;100332.0;-1230.8;36482.8;36482.8;1;COMERCIO
Empresa 596;BOGOTA D.C.;100274.4;10464.3;21952.6;21952.6;1;COMERCIO
Empresa 597;ANTIOQUIA;100270.1;4666.3;38885.2;38885.2;1;SERVICIOS
Empresa 598;ATLANTICO;100245.2;2901.7;50092.4;50092.4;1;SERVICIOS
Empresa 599;ANTIOQUIA;100233.2;449.3;14619.8;14619.8;1;COMERCIO
Empresa 600;BOGOTA D.C.;100229.5;4704.7;46340.7;46340.7;1;COMERCIO
Empresa 601;CAUCA;100197.3;-1468.8;19875.0;19875.0;1;MANUFACTURA
Empresa 602;ATLANTICO;100167.3;-19822.7;114280.3;114280.3;1;COMERCIO
Empresa 603;BOGOTA D.C.;100130.6;30779.7;107196.1;107196.1;1;SERVICIOS
Empresa 604;ANTIOQUIA;100033.6;3032.5;109507.7;109507.7;1;OTRO
Empresa 605;BOLIVAR;99947.7;3467.9;34104.0;34104.0;1;OTRO
